Fri Oct 29 12:31:33 2021    profile_training.prof

         19327317 function calls (18268618 primitive calls) in 198.618 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/ezpickle.py:1(EzPickle)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/ezpickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/closer.py:32(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/closer.py:5(Closer)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/closer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/space.py:4(Space)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/space.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/seeding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/box.py:7(Box)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/discrete.py:5(Discrete)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/multi_discrete.py:5(MultiDiscrete)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/multi_discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/multi_binary.py:5(MultiBinary)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/multi_binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/tuple.py:5(Tuple)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/tuple.py:1(<module>)
    22500    0.042    0.000    0.505    0.000 <__array_function__ internals>:2(flip)
    90100    0.104    0.000    0.916    0.000 <__array_function__ internals>:2(copy)
    12578    0.016    0.000    0.677    0.000 <__array_function__ internals>:2(insert)
    10253    0.021    0.000    0.260    0.000 <__array_function__ internals>:2(append)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:508(_expand_dims_dispatcher)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:600(<listcomp>)
      100    0.001    0.000    0.003    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:512(expand_dims)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:1167(_tile_dispatcher)
      200    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:1243(<genexpr>)
      300    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:1253(<genexpr>)
      100    0.002    0.000    0.005    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/shape_base.py:1171(tile)
      100    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(expand_dims)
      100    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(tile)
    22500    0.009    0.000    0.009    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:146(_flip_dispatcher)
    22500    0.191    0.000    0.420    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:150(flip)
    90100    0.022    0.000    0.022    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:722(_copy_dispatcher)
    90100    0.058    0.000    0.704    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:726(copy)
    12578    0.003    0.000    0.003    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:4563(_insert_dispatcher)
    12578    0.233    0.000    0.610    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:4567(insert)
    10253    0.004    0.000    0.004    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:4758(_append_dispatcher)
    10253    0.053    0.000    0.222    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/function_base.py:4762(append)
    45000    0.022    0.000    0.022    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/index_tricks.py:757(__getitem__)
      300    0.003    0.000    0.006    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/twodim_base.py:161(eye)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/ast.py:30(parse)
     11/1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/ast.py:64(_convert)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/ast.py:38(literal_eval)
      200    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(zeros_like)
      200    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ones_like)
    12578    0.017    0.000    0.315    0.000 <__array_function__ internals>:2(moveaxis)
   183859    0.170    0.000    0.986    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
      100    0.001    0.000    0.007    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
   161259    0.034    0.000    0.034    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:89(_take_dispatcher)
   161259    0.183    0.000    0.886    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:93(take)
    10253    0.003    0.000    0.003    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1714(_ravel_dispatcher)
    10253    0.025    0.000    0.042    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1718(ravel)
    22600    0.007    0.000    0.007    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2454(_cumsum_dispatcher)
    22600    0.037    0.000    0.320    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2458(cumsum)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2928(_prod_dispatcher)
      100    0.001    0.000    0.008    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2933(prod)
    45100    0.029    0.000    0.247    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/_methods.py:38(_amax)
    22500    0.020    0.000    0.176    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/_methods.py:54(_any)
   161259    0.161    0.000    1.239    0.000 <__array_function__ internals>:2(take)
    10253    0.015    0.000    0.070    0.000 <__array_function__ internals>:2(ravel)
    22600    0.035    0.000    0.388    0.000 <__array_function__ internals>:2(cumsum)
      100    0.000    0.000    0.009    0.000 <__array_function__ internals>:2(prod)
    32853    0.059    0.000    0.263    0.000 <__array_function__ internals>:2(concatenate)
   224464    0.206    0.000    0.894    0.000 <__array_function__ internals>:2(where)
      500    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(copyto)
      200    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:72(_zeros_like_dispatcher)
      200    0.001    0.000    0.003    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:76(zeros_like)
      200    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:214(_ones_like_dispatcher)
      200    0.000    0.000    0.002    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:218(ones_like)
      100    0.000    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:289(full)
    47756    0.040    0.000    0.065    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:1385(<listcomp>)
    47756    0.230    0.000    0.325    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:1335(normalize_axis_tuple)
    12578    0.004    0.000    0.004    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:1394(_moveaxis_dispatcher)
    12578    0.005    0.000    0.005    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:1460(<listcomp>)
    12578    0.092    0.000    0.276    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/numeric.py:1398(moveaxis)
      400    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(empty_like)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/compat/py3k.py:53(isfileobj)
    22500    0.047    0.000    0.223    0.000 {method 'any' of 'numpy.ndarray' objects}
    22500    0.130    0.000    0.130    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      100    0.001    0.000    0.001    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      200    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
    22600    0.244    0.000    0.244    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
   123578    0.044    0.000    0.044    0.000 {method 'item' of 'numpy.ndarray' objects}
    45100    0.043    0.000    0.290    0.000 {method 'max' of 'numpy.ndarray' objects}
    16054    0.014    0.000    0.014    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      200    0.003    0.000    0.003    0.000 {method 'repeat' of 'numpy.ndarray' objects}
    45502    0.062    0.000    0.062    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   161259    0.514    0.000    0.514    0.000 {method 'take' of 'numpy.ndarray' objects}
    12778    0.014    0.000    0.014    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   115356    0.684    0.000    0.684    0.000 {built-in method numpy.array}
    12578    0.004    0.000    0.004    0.000 {built-in method numpy.asarray}
    20606    0.009    0.000    0.009    0.000 {built-in method numpy.asanyarray}
    22702    0.081    0.000    0.081    0.000 {built-in method numpy.arange}
      500    0.004    0.000    0.004    0.000 {built-in method numpy.zeros}
    12678    0.011    0.000    0.011    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.fromfile}
601038/567154    1.220    0.000    4.311    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    47756    0.025    0.000    0.025    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    43500    0.182    0.000    0.182    0.000 {method 'item' of 'numpy.generic' objects}
    67701    0.379    0.000    0.379    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      400    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/multiarray.py:80(empty_like)
    32853    0.010    0.000    0.010    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/multiarray.py:148(concatenate)
   224464    0.057    0.000    0.057    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/multiarray.py:341(where)
      500    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/core/multiarray.py:1071(copyto)
      202    0.007    0.000    0.007    0.000 {built-in method arange}
    90000    0.607    0.000    0.607    0.000 {built-in method from_numpy}
      101    0.020    0.000    0.020    0.000 {built-in method full}
      104    0.005    0.000    0.005    0.000 {built-in method tensor}
       24    0.000    0.000    0.000    0.000 {built-in method _has_compatible_shallow_copy_type}
    22600    1.013    0.000    1.013    0.000 {built-in method _sparse_mm}
   135600    7.651    0.000    7.651    0.000 {built-in method addmm}
    90400   54.142    0.001   54.142    0.001 {built-in method batch_norm}
    22700    0.285    0.000    0.285    0.000 {built-in method broadcast_tensors}
    22600    0.733    0.000    0.733    0.000 {built-in method cat}
      100    0.002    0.000    0.002    0.000 {built-in method clamp}
      100    0.002    0.000    0.002    0.000 {built-in method exp}
    22600    0.517    0.000    0.517    0.000 {built-in method gather}
    22600    0.252    0.000    0.252    0.000 {built-in method log}
      100    0.006    0.000    0.006    0.000 {built-in method min}
    45200    3.206    0.000    3.206    0.000 {built-in method mm}
    22500    0.325    0.000    0.325    0.000 {built-in method multinomial}
        4    0.000    0.000    0.000    0.000 {built-in method ones}
      100    0.001    0.000    0.001    0.000 {built-in method ones_like}
    90400    2.678    0.000    2.678    0.000 {built-in method relu}
      901    1.556    0.002    1.556    0.002 {built-in method stack}
    45200    0.582    0.000    0.582    0.000 {built-in method tanh}
        4    0.000    0.000    0.000    0.000 {built-in method zeros}
       48    0.000    0.000    0.000    0.000 {built-in method zeros_like}
        3    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
      100    0.005    0.000    0.005    0.000 {built-in method torch._C._nn.mse_loss}
        1    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
    22500    0.011    0.000    0.011    0.000 {method 'numel' of 'torch.Size' objects}
      100   74.040    0.740   74.040    0.740 {method 'run_backward' of 'torch._C._EngineBase' objects}
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/_bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:376(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:374(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:387(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:417(enter_context)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:456(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:462(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:478(__enter__)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/contextlib.py:481(__exit__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/utils.py:959(safe_eval)
        1    0.000    0.000    0.006    0.006 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/npyio.py:284(load)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:218(read_magic)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:191(_check_version)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
     2440    0.001    0.000    0.001    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:193(format_stack)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:200(extract_stack)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:243(__init__)
       23    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:282(line)
        9    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:318(extract)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:366(from_list)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/traceback.py:385(format)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/linecache.py:15(getline)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/linecache.py:37(getlines)
        6    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/linecache.py:53(checkcache)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/linecache.py:82(updatecache)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/linecache.py:147(lazycache)
       23    0.000    0.000    0.005    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:147(_compile)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:219(__init__)
       23    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:225(add_whitespace)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:238(untokenize)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:312(untokenize)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:374(read_or_stop)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:380(find_cookie)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:350(detect_encoding)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:443(open)
       25    0.000    0.000    0.005    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:487(_tokenize)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/tokenize.py:672(generate_tokens)
       26    0.000    0.000    0.006    0.000 /home/fomri/anaconda3/lib/python3.7/re.py:232(compile)
       40    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/types.py:164(__get__)
       26    0.000    0.000    0.006    0.000 /home/fomri/anaconda3/lib/python3.7/re.py:271(_compile)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:18(_is_descriptor)
        7    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:26(_is_dunder)
        7    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:34(_is_sunder)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:64(__init__)
        7    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:70(__setitem__)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/functools.py:37(update_wrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:125(__prepare__)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:177(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:135(__new__)
       10    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:284(__call__)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:335(__getattr__)
       26    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copyreg.py:87(__newobj__)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copyreg.py:96(_slotnames)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:376(__setattr__)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:453(_find_data_type)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:442(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:474(_find_new_)
       10    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:526(__new__)
       14    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:623(name)
       26    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:628(value)
       33    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:65(_combine_flags)
    262/4    0.001    0.000    0.003    0.001 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:71(_compile)
       64    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:830(__or__)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:836(__and__)
       64    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:276(_optimize_charset)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:855(_high_bit)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:890(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:901(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:872(_decompose)
        5    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/enum.py:907(_power_of_two)
        9    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:413(<listcomp>)
        9    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:411(_mk_bitmap)
       74    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:423(_simple)
        7    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:453(_get_iscased)
      4/3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:461(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:492(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:536(_compile_info)
        8    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:595(isstring)
        4    0.000    0.000    0.003    0.001 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:598(_code)
        4    0.000    0.000    0.006    0.002 /home/fomri/anaconda3/lib/python3.7/sre_compile.py:759(compile)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:76(__init__)
       70    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:81(groups)
       31    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:84(opengroup)
       31    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:96(closegroup)
      286    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:111(__init__)
      480    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:160(__len__)
     1462    0.001    0.000    0.001    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:164(__getitem__)
       75    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:168(__setitem__)
      386    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:172(append)
   293/35    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:174(getwidth)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:224(__init__)
      923    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:233(__next)
      539    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:249(match)
      669    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:254(get)
      245    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:286(tell)
       15    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:295(_class_escape)
       34    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:343(_escape)
       57    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:408(_uniq)
     59/4    0.000    0.000    0.003    0.001 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:417(_parse_sub)
    190/4    0.001    0.000    0.003    0.001 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:475(_parse)
        4    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:903(fix_flags)
        4    0.000    0.000    0.003    0.001 /home/fomri/anaconda3/lib/python3.7/sre_parse.py:919(parse)
        3    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/functools.py:67(wraps)
      100    0.001    0.000    0.041    0.000 /home/fomri/khedema/scheduler/core/agent_utils.py:12(eval_actions)
    45200    0.605    0.000   79.525    0.002 /home/fomri/khedema/scheduler/core/models/graphcnn_congForSJSSP.py:92(next_layer)
        1    0.000    0.000    0.003    0.003 /home/fomri/khedema/scheduler/core/models/actor_critic.py:10(__init__)
    22600    1.734    0.000   94.131    0.004 /home/fomri/khedema/scheduler/core/models/actor_critic.py:48(forward)
